@relation movies
@attribute att_avis STRING
@attribute att_thought {-1,1}
@data

'ilovedthefirstseasonthequalitywentdownalittlebitinthesecondseasonwhichhoweverhadagreatmiddlepegasusthirdseasonwasfairlynovelandoriginalandwasokfourthseasonstartedgoingdownhillfastbecausetheyneverevenbegangivingusanyexplanationswhenbynowwewerereallystartingtoneedthemwhatthehellwasthecylonplanwhyweretheretwocylonfactionswhatwasthepointofangelkaraleadingthefleettoadevastatedearthwhatkindofapastdidthelastfivecylonshaveandhowdidtheysurviveorweretheyreincarnationsquestionseverywhereanswersnowhereandthencomestheendearthourearthinthepastwellokaybutdestroyingthefleetgivinguptechnologyandgivingupanykindofurbanlifeandspreadingafewthousandpeoplepaperthinlyacrosstheplanetthatsnotonlyantiscienceitsantireasonandantilifeandthephilosophyoftheshowthenseemstobethathumanityisforevertrappedinacyclegoingfromnatureromanticismtoadecadentcapitalistsocietyinventingdestructiveaithatruinseverythingitiswithoutvisionwithouthopeforagranderfutureforhumanityanditisantitheticaltopropersciencefictionanddontevengetmestartedontheangelsreligiousclaptrapoftheworstkindtheultimatedisappointmentthewholeallthishashappenedbeforeandwillhappenagainthingshouldhaverelatedtothepreviousincarnationoftheseriesnotjusttoearthasweknowitmakingthenewshowsomehowconsistentwiththeoldwouldhavebeenthedefinitivestrokeofgeniusfrakkinshameoutof',-1

'horribleendingandicantbelievemoorespentayearcomingupwithitsmacksoflronhubbardanddianetitcswhichhubbardclaimedtopeninjustthreeweeksthiswasactuallydisappointingenoughformetotossmydiscsfromthefirstyearsnowthefirsthourswereactionpackedthoughabsurdinthepremiseandthenitdeterioratedintoaslowpainfulsophomoricdissolutionoftheseriesunbelievablehowslowanddrawnoutthatlasthourwaswerewetothinkmoredeeplyifiwantedalessoninamaterialismiwouldrereaddanielquinnsishmaelabsurdtothinkkpeoplewouldgiveupeverythingforafreshstartabsurdtothrowinadisappearingkaraandareappearingbaltarandsixabsurdtothrowinthemitochondrialevejustabsurd',-1

'withthesepeoplefakingsomanyshotsusingoldfootageandgassinganimalstogetthemoutnottomentionthatsomeofthesceneswerefilmedonacreatedsetwithactorswhatstobelieveoldfilmofcountriesisnicebuttheanimalabuseanddegradationofnativesispainfultowatchinthesefilmsiknowracismisokintheseoldfilmsbutthereismoretothattomakethiscouplelosecredibilityportrayedasflierstheyneverflewtheirplanesmartinjohnsonwasanexvaudevillianusedfriendslikejacklondonforfinancialgainwhilestiffingthemofroyaltiesdenyinghiswifesapparentdepressionusingherasacutepropallthismakesthesefilmsunbearabletheywerebynomeansthefirsttotraveltotheselandsorthefirsttowriteaboutthemhewasokasafilmmakerandphotographerbutthatsaboutit',-1

'idliketothinkmyselfasafairlyopenmindedguyandittakesalotformetodislikeamoviebutthisoneiswithoutadoubtoneofthesuckiestcrappiestmovieiveeverseenihavenoideawhatswrongwiththepeoplewhogaveitsuchagoodratinghereimdbisusuallyprettyreliablewhenitcomestoratingstheonlythingicanimagineisthatpeoplemustvevotedduringoneormoreconditionswhilebeingshitfacedstonedoutoftheirmindstheyvereceivedhardcashforthevotesundergunpointicantbelieveiwastedagoodhminofmylifeforthispatheticexcuseforamovie',-1

'unlessyouarebetweentheagesofandexceptfortherratingthereareveryfewthingstolikehereoneortwolinesfromkenanthompsondavidkoechnerwereallyshouldseehimmoreandsamjacksonarehumorousandjuliannamarguliesisasgoodasshecanbeconsideringhersurroundingsbutsadlythatsitpoorplotpooractingworsewritinganddeliverythespecialeffectsaredismalasmuchastheentiresituationisanoddandawfuljokethesignificantindividualembeddedsituationsareallequallyterribleifweconsidertheactionportionswellthereareunbelievableactionsequencesinsomefilmsthatmakeyougiddyandtherearesomethatmakeyougroanthismovieonlycontainsthelatterkindthisleaveslittleleftimsogladididnotpayforthisdespiteanyhypeicanreadandthinksoasisatdowntowatchididnotexpectanythinggoodihadnoexpectationsbutwassomewhatworriedgoinginyetlikeatrainwreckonecannotmerelylookawayandevenwithnoexpectationsiwasletdownbadnotevensobaditsgoodmaterialimverytolerantofbadmoviesbutthismakessixstringsamuraiwhichilikedoscarworthynothispieceofovercgidrubbishisinthesamecompanyasbattlefieldearthlittlemanandgiglihowthisiscurrentlyratedacompletelymystifiesmebrainwashingorsomehowstackingthevotingsystemisallthaticanthinkofasanswersicouldgoonandonbutsufficetosaythattonightiwitnessedatrainwreckineedtogowashmyeyesof',-1

'istoppedwatchingthisposassoonasthesnakesstartedtakingovertheplaneatfirstithoughtmaybeitshouldgetaoneforthecomicreliefbutthenirealizedicouldjustwatchthethreestoogesforfreeandlaughmorewhateverrespectimighthavehadforsamueljacksonhasbeenirreversiblydestroyedandhollywooddemonstratesonceagainhowremovedfromrealitytheyreallyarewheniwasakidweusedtocatchsnakesforfuntheonlythingsnakeswoulddoishuddleatthebottomofthecargobayandnoamountofhollywoodcartoonsnakescanchangethatthismovieisntworthatriptoblockbusterbewarnedifyoupayforittheonlyvictimisyourdumbassifyouwanttobereallyscaredisuggestthedescentifyouwanthumorgotoyourlocalstandupcomedyclubtheirworstperformerwillbeamilliontimesbetterthanthistrash',-1

'allinternetbuzzasidethismoviewasgodawfuliexpectedthemovietobemoreofafarcethananythinginsteadthefilmmakerstriedtomakeaseriousthrillerhorrormovieandtheycompletelymissedtherewereonlyafewgoodpartsandacouplegoodlinesbysamueljacksonotherthanthatitwasabunchofgoreandsomepoorlyanimatedsnakesalloftheinternetjokingwasmilesbetterthantheactualmovienowthatthemoviehasactuallycomeouthopefullythisjokewilldiedontwasteyourtimeormoneyonthispieceofoverhypedtrashifyourelookingforsomethingthatsfunnyandentertainingthenjustgotosnakesonablog',-1

'theonlythinggreataboutthemovieisitstitleinthiscasesnakeonaplaneisexampleofnotjudgingthebookbyitscoverthetitlesaysnothingaboutthemoviewheniwenttothetheateriwasntexpectingcitizenkaneiwasexpectingindependencedayamoviethatspurepopcornfunbutinsteadigotthathorribleroyliottamoviecalledturbulenceyesthisishowbadsoapistheonlythingmakesoapbetterisitstitleanditsnoteventheapporiatetitleforthemoviethewasntevenaglimpseofsnakeorplaneminutesintothemoviewhatafalseadvertisingifitwasntforitstitlesoapwouldbejustanotherunforgettablecheapbgradesummermovieandtherratingithastobethemostundeservedrratedmovieofalltimethemakersofthemovieonlyaddafewfwordtomakethisaralloftheviolencearekeptpglevelyouknowwhatsreallyrratedtherratedsuperstaredgeseehimatsummerslaminsteadofwasteyourmoneyonasnake',-1

'thismustbeoneoftheworstmoviesiveeverseenthegraphicsareridiculousandthescriptpatheticandthebiggestquestionishowthisratherlowbrowscriptgottroughtheselectionprocessilikeallsortsofmoviesfromdeepdramastothemoremaleorientedkilleverythingyouseetypeofmoviesoicantsayimpickyihavebeenstrugglingtofindsomethingtocompareittobutijustcantthinkofanythingthatmatchesthismaybestarshiptrooperswitchinmyopinionmakesthemoviegodscryandmethinkingaboutthrowingoutmydvdplayerbutcomparedtothisitseffectsaregreattheactingsuperbandthescriptshouldbeawardedyouknowwhenamovieisbadinafunnywaywellfolksthisisntoneofthosethiskillsyoursoulminutebyminute',-1

'bmovieatbestsoundeffectsareprettygoodlameconceptdecentexecutionisupposeitsarentalyouputsomeoliveoilinyourmouthtosaveyoufromdepoisondenyoucutdebiteandsuckoutdepoisenyougonnabeoktommyyoustaybytheairphonewhenagentharriscallsyougetmegivemeafireextinguisherweaponsweneedweaponswheresthesilverwareallwehaveisthissporksdrpriceisthesnakeexpertlocalerscanhandletheoccasionalsnakebitealerteveryerinthetricityarea',-1

'ichosetoseethismoviebecauseitgotagoodscorehereonimdbbutalotofpeopleeitherhavereallypoortasteorsomeonesbeenfixingthescoreeitherwayitwasarealdisappointmentthemovieisexactlyasstupidandfarfetchedasthetitlewouldsuggesttherereallyisnoreasontogiveasummaryoftheplotbutheregoesitfeltlikesomeonehadbeenthinkingwouldntitbecooltomakeamoviewherethereweresnakesonaplaneandthenthesnakesforsomereasonwouldgocrazyandstartbitingandstuffandthatsaboutittheplotisthinandunoriginalthesnakesarebadcgibutitmakessensetocutcornersonamoviethatnooneintheirrightmindwillrecommendtoanyonetheactingispoorandallpeopleareunbelievablestereotypestosumitupitsoneoftheworstmoviesiveeverseenstayaway',-1

'ohdearlordhowonearthwasanypartofthisfilmeverapprovedbyanyoneitreeksofcheesefromstarttofinishbutitsnotevengoodcheeseitsthescummiestmoldiestmosttastelesscheesethereisandicannotbelievethereisanyoneouttherewhoactuallytrulyenjoyedityesifyousawitwithaloadofdrunkstonedbuddiesthensomebitsmightbefunnyinasadkindofwaybutfortherestoftheaudiencetheonlyentertainingpartsarewhensaidgroupofbuddiesarethrowingpopcornandabusiveinsultsateachotherandthescreeniwatcheditwithanupforafewlaughsguyhavinghadafewbeersinpreparationtochuckleawayatthefilmsexpectedcrapnesswegotthecrapnessplentyofitbutnotthechucklesitdoesntevenqualifyasasobaditsgoodmovieitsjustplainbadveryverybadhereswhylookawayifyourespoilerphobicthemoviestartsoutwithaguybeatinganotherguytodeathokiwasafewminuteslateinsonotsurewhythiswasbutithinkigraspedthethisguyisabitofabadasswhoyoudontwanttomesswithmessagebehindtheingenioussceneohandaguywitnessesitsowealreadyhaveourultraevilbadguyandwussybutcuteapparentlygoodguycueherobigsamstepsonthesceneintheusualfashionsavinggoodguyintheusualinanewaythatonlypooractionfilmscanaccomplishieheroisimmunetobulletseveryoneelsefallsoverratherclumsilycuefirstplotholehowthebloodyhelldidsammyknowwherethisguywasorthathedwatchedthemurderperhapsthisandtheanswerstoallmyplotholerelatedquestionswasexplainedintheminutesbeforeigotintothecinemabutidoubtitinfactimgoingtostoppokingholesintheplotrightherelestiturnthemovieintosomethingresemblingswisscheesewhichweallknowisgoodcheesesotheplotaverygenerouswordtousegoodguymustgettolaevilguywouldratherhedidntherosamstandsbetweenthetwocuesceneryforthenextvomitinducinghourthepassengerplaneasisaidnomorepokingatplotholesilljustleaveittherepassengerplanenextthevitalingredientupuntilnowmissingfromthisgemofamovieandwhatmakesiteverythingitissnakesyayohpausefirstwehavetheintroductiontoalltheobligatorycharactersthatalamemoviemusthavehothornycoupleseeifyoucanguesshowtheydiedeadbeforeanysnakesevenappearbritishguythosepeskybritsehcutekidsandjobrandforallyouamericansthatsanenglishcomicfamousforhersizeandunattractivenessnowthatwevemetthecastletswatchallofthemdieexceptofcoursethecutekidsdontexpectanythingoriginalitsjustsnakebitesonvariousandeverincreasinglyhilariousreallynotpartsofthebodyuseyourimaginationsincethefilmmakersobviouslydidntusetheirssothatsmostofthefilmwrappedupsonowforthebestbittheendingasexpectedeverythingisjustsohappyastheplanelandsthateveryoneinsightstartssuckingfaceyepicecoolsammyincludedbutwaitwerenotallofftheplaneyetthelastguytogetoffisgoodguybutjustashedoeshegetsbittenbyayouguesseditsnakeofallthingsclearlythisonehadbeenhidinginmrjacksonshairthewholetimesinceitsomehowmanagedtoresisttheairpressuretrickthatthegoodoldherohademployedafewminutesearlierdespitetheftconstrictortheonethatatethatpeskybritishbuggerbeingunabletososamshootshimandthesnakeinonefellswoopatthispointiprayedthatthemoviewasabouttomakeamuchneededuturnandrevealthatallalongtheherowasactuallyatraitorofsomesortbutnoinakindoficingonthecakewaybutwithstalecheeserememberitisrevealedthattheclimaxofthefilmwasinvolvingabulletproofvesthowanyonecanthinkthatanaudienceyearsagoletaloneinwouldbeimpressedbytheiringenuityisbeyondmebutitdidwellinsummingupthefilmactuallywerenotquitedoneyetaftereveryonehassuckedfaceunclesamwithleadingactressgoodguywithtiffanytokenblackguywithtokenwhitegirlandthehotcoupleinaheartwarmingboutofnecrophiliaitstimeforgoodguyandherotogetitoninbalinopeitwasntatallexcitingtheexclamationmarkswerejusttheretorepresentmyutterjoyatseeingthecreditsrollyesthefinalshotofthefilmisacelebratorysurfingtriptoconveythemessagethatabitofmalebondinghasoccurredandachanceforanymoronsthatactuallyenjoyedthemovietowhoopafewtimesthatsitthisisthefirsttimeiveeverpostedamoviereviewbutifeltsostronglythatsomebodymustspeakoutagainstthisscourgeofcinematographyifyoulikeplanessnakessamuelljacksonairhostessesbadguyssurfingdogsinbagsorenglishpeoplethenpleasepleasedontseethismovieitwillpolluteyouropinionofalloftheabovesofarthatyoullneverwanttocomeintocontactwithanyofthemeveragaingoseeunitedinsteadthatwasgood',-1

'thismoviewastheworstmovieihaveseensincedatemovieiwaslaughingthroughoutthewholemovieinsteadofbeingscareditwasfunnyhowthesnakeswouldsearchforparticularsectionofthepassengersbodytoattackforexampletheeyethetonguethebuttthebreastifwehaveseennationalgeographicchannelweknowsnakeswontstayclinchedonthebodyoncetheybiteforeachparticularscenethesnakeswouldbitethepassengersandwouldstayonthebodybitingthepersonibelievetheproducerdidnotstudyhisinformationonsnakesandtheirbehavioricantbelieveiwastedmymoneyonthismoviesoidontrecommendthismovietrustjustwaituntilitisatthedollartheatreorrentit',-1

'iamsickandtiredofalltheselittleweeniesgoingonabouthowthismovierockeditispurecgoveractedcrapdontsendanassassinitsmuchmoresensibletosmugglehundredsofbrightlycoloredaggressivevenomoussnakesonaplanetheonlyreasonpeoplelikethismoviebecausetheyfeeltheyhavetoitisnotsobaditsgooditssobadidratherbepokedintheeyewithasharpstickthenbesubjectedtothisagainihonestlythoughtwasgoingtobeacomedylikeairplaneaspoofwasiwrongitsthatwholeitsucksgetitorsamuelajacksonyellssnakesontheplanethingwellimsorryidontgetititlookslikeabunchofwimpsgavethemovieindustrymoremoneytomakemoremoviesliketriplexanddiehardifyouwhatspendmoneytowatchamovieinthecompanyofthesamepeoplewhoboughtwilliamhungscdstillliveintheirmommiesbasementandstinkofplasticchairsweatfromdaysonthecomputerplayingonlinegamesandlookingatpornthenrushtothetheaterandaskforonesinceidoubtyouhaveagirlfriendticketforsnakesonastupidbuttplanetohellwithmovieslikefullmetaljacketpulpfictiontrueromancemonkeysclerksetctheresnoironyinwatchinggoodmoviesthetruedeclineofthewesterncivilizationcallingthisacultfilmisaninsulttotruecultclassicslikerepomanorevenorgazmoivesaidenoughhere',-1

'isawthepmshowingandimustsaythatthismoviewasnothingspecialalthoughididnotleavethetheaterwantingmytimebackasidontactuallypayformoviesanymoreididntreallyfindanyredeemingqualitiestherewereafewlinesandsuchthatmademechucklebutmostlythefilmseemedtoconsistoframpantfanservicetotheyoungerinmindmorethanageasthisfilmisratedrmaleaudiencethefanserviceseemedoutofplaceandratherdistractingaswelliknowyouallwanttohearsamuellsayhisinfamouslinebutletsbehonestitsawholelotofhypeforverylittlepayofftheonlytrulyhorriblepartofthefilmwasthecgwhichlookedverydigitizedanddidnotmeshwellwiththeliveactiononthescreennowiamareasonablemaniknewgoingintothetheaterthatiwasntgoingtobeseeingcasablankaandiamatleastthankfulthatthisfilmisanoriginalalbietinaneideaandnotsomeremakeorfranchisespinoffhowevertobehonestifyouarenotapartofthecultfollowingyouareprobablybetteroffspendingyourmoneyelsewhereandseeingthefilmeitherinasecondruntheaterinafewweeksorrentingitinafewmonths',-1

'thismoviedeservesmorethanabutimgivingitaonebecausesomanyfrickenfanboyshavegivenitaresultinginitgettingaratingthatlltakeitintothetoplistseriouslyitsnotthatgreatitsnotthatbaditsastupidcultclassicwithsomanyfrickenfanboysitsridiculousthesearethetypeswhoprobablystilllaughatchucknorrisjokesandstillsayimrickjamesbtchnomatterhowoldorannoyingitgetsidreadhavingtohearimtiredofmfnsnakesonthismfnplanemonthsfromnowfromidiotstryingtobefunnyitscrappyplotcrapactingetcitsokaytoloveabadmoviebutyoustillgottaadmititsabadmoviewaitforthemarinestarringjohncenaifyouwannaseearealmovie',-1

'whendiscussingamovietitledsnakesonaplaneweshouldpointoutearlythatthesnakesareprettydarnimportanttotheplotwhatwehavehereareverybadcgisnakesthatneitherlooknormovelikerealsnakessnakesarescarybecausetheyappeartobeslimytheycrawltheyslitherthesesnakesdonothingofthesorttheyglidealongliketheywouldinavideogametheyarecartoonsnakesiwouldgoasfartosaythatevensomeonethathadamajorphobiaagainstrealsnakeswouldnotfindtheseonesscarywhyonearththenwouldyouwanttoincludeextremecloseupsofthesecgifailureswhynotrelyonsuspensethewholelessismoreethicorbetterstillwhynotjustmakethemlookgoodinthefirstplaceandthenmaybestillusethemsparinglytakeonelookatjohncarpentersthethingherewehaverealslimeandgoreofeerieproportionsyearsgobyandwegetthispileofstinkingsfxcrapsnakesonaplanewhenarethesepeoplegoingtowakeupandsmellthecoffeespecialeffectsaregoingbackwardssureyoucouldsaybutthemovieisajokegetitsureimwiththatideabutdoitwellinadditiontotheabovethismoviehascrapdialogueandthemusicandsoundeffectsarenotcreepyormemorableinanywayicouldhandleeveryotheractorbeingpartofthismovieexceptforjacksonwhatwashedoingtherethemanwhostarredinpulpfictionyearsagoisthiscareerprogressionareyouofferingpeoplevalueformoneynoidliketoknowwhattarantinothoughtwhenhewashalfwaythroughthisstinkerofamoviethecurrentgenerationseemtohaveverylowexpectationsandhollywoodseemstobeofferingthemjustwhattheywantonleavingthecinemaisawanumberofadvertisementsforsometrulyhorrendouslookingfuturereleasesincludingdoadeadoraliveanothercgianimalfilmcalledflushedawayandanothercraplookingcomedynamedclickinadditiontothatisawsomeawfultrailersincludingoneforanothercrapbritishhorrorcomedyivetrulynotseenthemovieindustryinamesslikethisforalongtimeexpecttoseethismovieforsaleinthedvdbargainsectionforinmonthstimeandifyoureexpectingtoseeablackcomedywithtonnesofgreatlookingsnakesandsomebadasscooldialoguecomingfromsamuelljacksonslipsforgetit',-1

'pyramidcluesdeepblueseatremorsslithereightleggedfreakspyramidcategorymoviesthatwerefunnierandmorethrillingthansnakesonaplanehellwiththatdefinitionidhavetoincludetherelativelyharrowingjourneyoftedandelaineinairplaneassuperiortosnakesinbothlaughsandthrillsthesadtruthisthatthisisntevenclosetothemotherofallunintentionallyintentionalfunnysnakemoviesanacondabesidesthenevertobeseenagaincastingofjlocubeowilsonstoltzwuhrerinthesameflickyouhadjonvoightpullingoffthealltimecinematicheisthisfinalscenealonerepresentseverythingsoaptriedandfailedtodoasasoludicrousitsfunmovieintheendsnakesonaplaneisdefinitiveproofthatstudioexecsandfanboysmaketheworstcollaboratorspossibleeverybigscenehadbeendiscussedanddissectedsomuchthelastyearallthatwaslefttoamusebyopeningnightwastheamountoffanboyflopsweatthathadtobemoppedupatmytheateriheardmoreforcedlaughsherethanatastudiotapingforaccordingtojim',-1

'idgivethisanegativeratingificouldiwentintothismovienotexpectingmuchbutihadanopenmindthewholethingisstupidthesnakesareobviouslyfakeandthefirsttwothingstheybiteareaboobandaguysjohnsonohhoworiginalifiwereayearoldboyimightlaughatthatihavenoideahowthismoviebecamesopopularseriouslytheworstthingiveeverseeniwasntentertaineditwasntfunnyiwasntevenborediwasntanythingitwasntevensobaditwasgooditsjustbadridiculousactuallypleasedonotwasteyourmoneyonthismoviedontevenrentthismovienocluehowitsgettingsuchahighrating',-1

'iwentintothisfilmwithexpectationsfromthehypethatitwouldbeinsightfulandupliftingcertainlysomethingmorethanacheappromotionalforthebandwilcoinsteadwegetalotofmopingandwhiningabouttheprocessadishonorableandnodoubtonesidedportrayalofonebandmemberswhowaskickedoutbytheprimadonnaleadsingersongwriteragutwrenchingconfessionbythefallenmembersfriendforlikeyearssayingthefriendshiphadrunitscourseandthiswhinyuncompellingstoryabouthowonerecordlabelhurttheirfeelingsbydumpingthemonlysothatthebandcouldimmediatelygetoffersfromotherlabelsohthetensionnottheytriedtheirbesttomakeitlooklikeitwasastrainbutisuspectitwasallsmokeandmirrorstogenerateatragedythatdidntexistthisdoesnteventakeintoaccountthelongstretcheswherewegetmanyoftheirnewestsongsshovedatusinfullwithoutanystorylineinsightorevenadecentjobatcinematographythestrainedattemptsatemotionalsincerityorreasonableperspectiveonlifemademesicktowatchfromthefilmthisbandsoundslikeabunchofvilelittlebabieswhopokearoundtofindavoicetheydonthaveandthinktheyresomekindofguardiansfortheartofmusicwhichtheymostdefinitelyarenotandithoughtthemusicsuckedandicouldntevenunderstandthelyricsduetothemumblingstyleoftheleadsingerigiveita',-1

'disjointedunclearbadscreenplaypoorphotographyanddirectionallinallveryobviouslyanillconceivedfirsteffortatcommercialfilmmakingbythegoodpeopleattbntbnpictureshashadgreatsuccessinthepastbyhelpingtobringchinacrythestoryofnoralamtothebigscreenbuttheomegacodeisanunfortunatemiscueasachristianwhosupportstbnandalotofitsprogrammingandwholovedchinacryistillfinditimpossibletorecommendthisfilmtoanyonetheydomuchgoodwiththeirministrybutthisisntanexampleofitdontwasteyourmoneygorentchinacryinstead',-1

'raisingvictorvargasfailsterriblyinwhatittriesmosttobebeingrealunfortunatelythereisnorealitytothisfilmthecharactersandsituationsfeelcompletelyartificialandfakethereasonbaddirectingpetersollettusesallthewrongtoolsinhisarsenalitseemsmrsollettreadsomewherethatnotlightinghisfilmwouldgiveitanauthenticfeelwrongitjustgivesitabadlymadefeelsimilarlyshakingthecameradoesnotgiveadocumentarystyletoyourfilmitjustgivestheaudienceaheadacheanddetractsfromwhatsonscreeninsteadofenhanceitofcoursewhatsonscreenissopainfullyfakeasifmrsollettwrotehisscriptwiththeonlygoaloftryingtolookhiptohissundancebuddiesandshowhowedgyafilmmakerheisoveralltheonlylastingimpressionthisfilmleavesyouwithiswhatabaddirectormrsollettisnexttimehowabouttakingafewwritinganddirectingclasses',-1

'interestingtoreadcommentsbyviewersregardingomegacodemanyoftheoverwhelminglypositivecommentswereliftedalmostwordforwordfromtbnbroadcaststhemovielooksasifitweremadetogodirectlytovideotobestockedbesidesthethreepartraptureseriesthatwasdonebysomeotherreligiousgroupinthesdontrememberityouwontrememberthisoneeitherinayearortwothisisthefirstmovieihaveeverseenwhereitwasimpliedthatitwasyourreligiousdutytogotoitandbuyasmanyticketsaspossibletosavesoulsveryshamefulthisjustgoestoshowthatifyouareatelevangelistssonyoutoocanplayhighrollerhollywoodproducerwithliloleladiestithemoney',-1

'thisfilmhadsomuchpromiseiwasveryexcitedaboutthisfilmintheenditwaslaughableatbestpainfulatworsttheactingstylesranthegamutfromreallyreallyflattheangelsthewifeanddaughtertooveranimatedcasperscharacterifeltthatthedialoguewasjustanattempttotransferinformationtotheaudienceinsteadofrealpeopletryingtotalktoeachotherpayspecialattentiontothesceneregardingthebugitsprettymuchaninsulttotheaudiencesabilitytofigurethingsoutindefenseofthatscenethoughitgotthebiggestlaughofthewholemovieihadreadthattheyspentalotofmoneytravelingtovariousoverseaslocationstoobadtheydidntmakeuseofitididntfeellikeiwastransportedtoexoticlocationsanybodycouldinsertstockfootageofthecoliseuminromehowevertoendonapositivenoteithoughtthesetswereprettygoodireallylikedthegraphicsthatweredisplayedonthedecodingcomputersitismyopinionandthatsallitisthatiftheschmaltzfactorwouldhavebeenmuchmuchlowerandtheactionfactorwouldhavebeengreatlyincreasedthisfilmwouldhavebeengood',-1

'thismovieisnotbasedonthebibleitcompletelyleaveschristoutofthemovietheydonotshowtheraptureorthesecondcomingofchristletalonetalkaboutititdoesnotquotefromscripturestheendtimesarecalledthegreattribulationthemoviedoesnotevenshowbadtimesthesevenbowlssevenvilesandseventrumpetsofjudgementsareboileddowntoasecondnewscastoftheseachangingitsstructuretheantichristwaskilledyearsintothetribulationandthatishowthemovieendedtheonlyparttheygotcorrectwastherewastwoprophetsthedidnotusetherenamesofcoursebecausethatwouldbetooclosetothetruthofscripturestheworstpartofitwasireallywantedittobeagoodmovieiwantedtotakeunsavedpeopletoitifeelthatthemovieisevilitisacounterfeitjustlikeeverythingthedevildoesijusthopeitdoesnottakeawayfromtheupcomingmoviebasedontheleftbehindbooksthesecondproblemwiththemovieisitwasjustbadbadactingbadspecialeffectsbadplotandpoorcharacterdevelopmentihaveseenbetterepisodesofmiamivice',-1

'itrulywishiwasnotwritingthisreviewimachristiansoiwaitedanxiouslytoseethismovieitseemedgreatachristianmoviewithsomefairlyfamousstarsandaplotthatseemedintriguingnotthatibuythebiblecodeitselfyoucanmakeitsayanythingyouwantidohoweverbelieveeverythinginsidethebiblesoimsittingontheedgeofmyseatenjoyingthepreviewswhenthemoviecomesonandmanagestodestroymymoodinamatterofminutesihadtobitemyliptostopfromcommentingontheterriblewritingandactingwhileiwasinthetheateriwouldhavebeentorntopiecesbythepeoplecheeringattheratherclumsybutbasicallyupliftingscenesandgaspingattheinsanelyobviousandpredictabletensionscenesimsureoncethefinalcreditsbegantorollhowevericouldreflectthereweremanypartsofthemovieilikedsomemostlyunexpectedplottwistssomeeffectsthatwereindeedspecialimnotcountingthevisionsthosewerepoorlydoneandsomeinterestingtechnicalworkfadessetsthattypeofthingunfortunatelyigotthedistinctimpressionthatifireadthebookofrevelationtoamonkeyandsetthemonkeyinfrontofatypewriterforanhouricouldvegottenabetterscriptandthemusicwasbeyondcheesyevenforabondfanwholikeskindacheesymusicinscenesofactionandintriguesoiwishicouldbelikeeveryoneelseinthetheaterlikethepeoplewhocameoutcryingandbreathlessbecauseofhowincredibleitwasbutimnotsomeonewhocanbeappeasedbyawriterwhothrowssomewordsoverabiblicalshellandslapsachristianstamponitineedagoodplotandbelievabledialoguebeforeicanenjoymostmoviesandthisjustdidnthaveeitherimsorrybutiwouldntrecommendthisfilmtoanyoneandthatsthetragedywhenwillweseesomeintelligentchristianfictionithastobeouttheresomewhere',-1

'themoreianalyzethisfilmtheworseitbecomesfirstofallwhyamotivationalspeakerthatpartwasjuststupidimeanwhywouldamegalomaniactryingtocontroltheworldrelyonamotivationalspeakerisalexanderstonereallythatdisorganizedfirsthecantdecidewhathewantstodotocontroltheworldsohelookstothebibleforideasmanyoftheseideasimightaddreallyhavenoreliabilityforexamplethepartofthethehousesofishmaelandisaacshallscreamoutinterrorcouldhavealreadyhappeneditcouldhavebeenhavebeenthesynagoguesburnedduringkrystalnachtandthemosquescouldverywellhavebeenthemosquesblownupinbaghdadorsomethingandgillenlanesfamilytheyhadnopartexcepttoprovideafamilyvaluesplatfromanddabtheireyeswithwaterimightaddthatsincecaspervandiengillenlaneisonlyinhistwentiesorthatstheimpressionthatihadandhasatenyearchildhehadhischildduringhighschoolyeahtheregoestbnsfamilyvaluesalsowhydidthisfilmhavetobesodamnpropagandalikeillrepeatwhatanearlierreviewersaidtheindianajonesflicksusechristianmythologyasaplotdviceandmanipulateitwellsothatweareintoxicatedthisfilmdoesntdothatthebeginnigstartsoffwellwithmichaelironsidesplayingapriestwhomurdersascholaroffsomesortandstealsthedeadguysomegacodethenwhenconfrontedbytwomenwhoheisobviouslyafraidofthetwoprophetstellhimtellyourmasterthatweareheredominicironsidesreplieshealreadyknowsandpointstoasmallsurveillancecamerathatpartsentchillsupmyspinehadonlyitgoneonlikethatonesceneiwouldhavelovedthisfilmillgivemichaelyorkcredithedoesafinejobofactingouthischaracterasdoesmichaelironsidesbutthegoodguysarehorribleivealreadywentonaboutlanesfamilynowthatimovertheactingillgetontoplotthisisobviouslyabaptistfilmsinceourbelovedpopeofthevaticanisportrayedasanoaftheworlddominationplotilikedandfoundplausibleandsubtleasweretheactionsequenceswerealsothrillingandwelldonealsoanotherdiatribeagainstthevaticantheirleadersareseenasdogmaticallymindedsincegillenexplainstothepopethatitsnottheendoftheworldbutthebeginningofanewonealsothevaticanorisraelissaystheirgoingtosecedefromtheworldunionaincetheyusedtheomegacodetocontroltheworldwhoeveritwastheywouldntjustsecedetheydsendovercommandoesandkillthemthisistheequivalentofamericaknowingaboutthekgbgoingtokillthepresidentandsimplysayingwerenotgoingtotalktoyouanymorecomeonididenjoythesceneswhereweseebombersheadedtowardsisraelandseethemagainonthemonitormediocreinshort',-1

